name,type,full_name,full_path,code,parent_code
Hiệp Cường,xa,Xã Hiệp Cường,"Xã Hiệp Cường, Tỉnh Hưng Yên",283,27
Đông Thái Ninh,xa,Xã Đông Thái Ninh,"Xã Đông Thái Ninh, Tỉnh Hưng Yên",539,27
Sơn Nam,phuong,Phường Sơn Nam,"Phường Sơn Nam, Tỉnh Hưng Yên",795,27
Phố Hiến,phuong,Phường Phố Hiến,"Phường Phố Hiến, Tỉnh Hưng Yên",1051,27
Hồng Châu,phuong,Phường Hồng Châu,"Phường Hồng Châu, Tỉnh Hưng Yên",1307,27
Tân Hưng,xa,Xã Tân Hưng,"Xã Tân Hưng, Tỉnh Hưng Yên",1563,27
Hoàng Hoa Thám,xa,Xã Hoàng Hoa Thám,"Xã Hoàng Hoa Thám, Tỉnh Hưng Yên",1819,27
Tiên Lữ,xa,Xã Tiên Lữ,"Xã Tiên Lữ, Tỉnh Hưng Yên",2075,27
Tiên Hoa,xa,Xã Tiên Hoa,"Xã Tiên Hoa, Tỉnh Hưng Yên",2331,27
Quang Hưng,xa,Xã Quang Hưng,"Xã Quang Hưng, Tỉnh Hưng Yên",2587,27
Đoàn Đào,xa,Xã Đoàn Đào,"Xã Đoàn Đào, Tỉnh Hưng Yên",2843,27
Tiên Tiến,xa,Xã Tiên Tiến,"Xã Tiên Tiến, Tỉnh Hưng Yên",3099,27
Tống Trân,xa,Xã Tống Trân,"Xã Tống Trân, Tỉnh Hưng Yên",3355,27
Lương Bằng,xa,Xã Lương Bằng,"Xã Lương Bằng, Tỉnh Hưng Yên",3611,27
Nghĩa Dân,xa,Xã Nghĩa Dân,"Xã Nghĩa Dân, Tỉnh Hưng Yên",3867,27
Đức Hợp,xa,Xã Đức Hợp,"Xã Đức Hợp, Tỉnh Hưng Yên",4123,27
Ân Thi,xa,Xã Ân Thi,"Xã Ân Thi, Tỉnh Hưng Yên",4379,27
Xuân Trúc,xa,Xã Xuân Trúc,"Xã Xuân Trúc, Tỉnh Hưng Yên",4635,27
Phạm Ngũ Lão,xa,Xã Phạm Ngũ Lão,"Xã Phạm Ngũ Lão, Tỉnh Hưng Yên",4891,27
Nguyễn Trãi,xa,Xã Nguyễn Trãi,"Xã Nguyễn Trãi, Tỉnh Hưng Yên",5147,27
Hồng Quang,xa,Xã Hồng Quang,"Xã Hồng Quang, Tỉnh Hưng Yên",5403,27
Khoái Châu,xa,Xã Khoái Châu,"Xã Khoái Châu, Tỉnh Hưng Yên",5659,27
Triệu Việt Vương,xa,Xã Triệu Việt Vương,"Xã Triệu Việt Vương, Tỉnh Hưng Yên",5915,27
Việt Tiến,xa,Xã Việt Tiến,"Xã Việt Tiến, Tỉnh Hưng Yên",6171,27
Chí Minh,xa,Xã Chí Minh,"Xã Chí Minh, Tỉnh Hưng Yên",6427,27
Châu Ninh,xa,Xã Châu Ninh,"Xã Châu Ninh, Tỉnh Hưng Yên",6683,27
Yên Mỹ,xa,Xã Yên Mỹ,"Xã Yên Mỹ, Tỉnh Hưng Yên",6939,27
Việt Yên,xa,Xã Việt Yên,"Xã Việt Yên, Tỉnh Hưng Yên",7195,27
Hoàn Long,xa,Xã Hoàn Long,"Xã Hoàn Long, Tỉnh Hưng Yên",7451,27
Nguyễn Văn Linh,xa,Xã Nguyễn Văn Linh,"Xã Nguyễn Văn Linh, Tỉnh Hưng Yên",7707,27
Mỹ Hào,phuong,Phường Mỹ Hào,"Phường Mỹ Hào, Tỉnh Hưng Yên",7963,27
Đường Hào,phuong,Phường Đường Hào,"Phường Đường Hào, Tỉnh Hưng Yên",8219,27
Thượng Hồng,phuong,Phường Thượng Hồng,"Phường Thượng Hồng, Tỉnh Hưng Yên",8475,27
Như Quỳnh,xa,Xã Như Quỳnh,"Xã Như Quỳnh, Tỉnh Hưng Yên",8731,27
Lạc Đạo,xa,Xã Lạc Đạo,"Xã Lạc Đạo, Tỉnh Hưng Yên",8987,27
Đại Đồng,xa,Xã Đại Đồng,"Xã Đại Đồng, Tỉnh Hưng Yên",9243,27
Nghĩa Trụ,xa,Xã Nghĩa Trụ,"Xã Nghĩa Trụ, Tỉnh Hưng Yên",9499,27
Phụng Công,xa,Xã Phụng Công,"Xã Phụng Công, Tỉnh Hưng Yên",9755,27
Văn Giang,xa,Xã Văn Giang,"Xã Văn Giang, Tỉnh Hưng Yên",10011,27
Mễ Sở,xa,Xã Mễ Sở,"Xã Mễ Sở, Tỉnh Hưng Yên",10267,27
Thái Bình,phuong,Phường Thái Bình,"Phường Thái Bình, Tỉnh Hưng Yên",10523,27
Trần Lãm,phuong,Phường Trần Lãm,"Phường Trần Lãm, Tỉnh Hưng Yên",10779,27
Trần Hưng Đạo,phuong,Phường Trần Hưng Đạo,"Phường Trần Hưng Đạo, Tỉnh Hưng Yên",11035,27
Trà Lý,phuong,Phường Trà Lý,"Phường Trà Lý, Tỉnh Hưng Yên",11291,27
Vũ Phúc,phuong,Phường Vũ Phúc,"Phường Vũ Phúc, Tỉnh Hưng Yên",11547,27
Thái Thụy,xa,Xã Thái Thụy,"Xã Thái Thụy, Tỉnh Hưng Yên",11803,27
Đông Thụy Anh,xa,Xã Đông Thụy Anh,"Xã Đông Thụy Anh, Tỉnh Hưng Yên",12059,27
Bắc Thụy Anh,xa,Xã Bắc Thụy Anh,"Xã Bắc Thụy Anh, Tỉnh Hưng Yên",12315,27
Thụy Anh,xa,Xã Thụy Anh,"Xã Thụy Anh, Tỉnh Hưng Yên",12571,27
Nam Thụy Anh,xa,Xã Nam Thụy Anh,"Xã Nam Thụy Anh, Tỉnh Hưng Yên",12827,27
Bắc Thái Ninh,xa,Xã Bắc Thái Ninh,"Xã Bắc Thái Ninh, Tỉnh Hưng Yên",13083,27
Thái Ninh,xa,Xã Thái Ninh,"Xã Thái Ninh, Tỉnh Hưng Yên",13339,27
Nam Thái Ninh,xa,Xã Nam Thái Ninh,"Xã Nam Thái Ninh, Tỉnh Hưng Yên",13595,27
Tây Thái Ninh,xa,Xã Tây Thái Ninh,"Xã Tây Thái Ninh, Tỉnh Hưng Yên",13851,27
Tây Thụy Anh,xa,Xã Tây Thụy Anh,"Xã Tây Thụy Anh, Tỉnh Hưng Yên",14107,27
Tiền Hải,xa,Xã Tiền Hải,"Xã Tiền Hải, Tỉnh Hưng Yên",14363,27
Tây Tiền Hải,xa,Xã Tây Tiền Hải,"Xã Tây Tiền Hải, Tỉnh Hưng Yên",14619,27
Ái Quốc,xa,Xã Ái Quốc,"Xã Ái Quốc, Tỉnh Hưng Yên",14875,27
Đồng Châu,xa,Xã Đồng Châu,"Xã Đồng Châu, Tỉnh Hưng Yên",15131,27
Đông Tiền Hải,xa,Xã Đông Tiền Hải,"Xã Đông Tiền Hải, Tỉnh Hưng Yên",15387,27
Nam Cường,xa,Xã Nam Cường,"Xã Nam Cường, Tỉnh Hưng Yên",15643,27
Hưng Phú,xa,Xã Hưng Phú,"Xã Hưng Phú, Tỉnh Hưng Yên",15899,27
Đông Quan,xa,Xã Đông Quan,"Xã Đông Quan, Tỉnh Hưng Yên",16155,27
Nam Tiên Hưng,xa,Xã Nam Tiên Hưng,"Xã Nam Tiên Hưng, Tỉnh Hưng Yên",16411,27
Tiên Hưng,xa,Xã Tiên Hưng,"Xã Tiên Hưng, Tỉnh Hưng Yên",16667,27
Hưng Hà,xa,Xã Hưng Hà,"Xã Hưng Hà, Tỉnh Hưng Yên",16923,27
Tiên La,xa,Xã Tiên La,"Xã Tiên La, Tỉnh Hưng Yên",17179,27
Lê Quý Đôn,xa,Xã Lê Quý Đôn,"Xã Lê Quý Đôn, Tỉnh Hưng Yên",17435,27
Hồng Minh,xa,Xã Hồng Minh,"Xã Hồng Minh, Tỉnh Hưng Yên",17691,27
Thần Khê,xa,Xã Thần Khê,"Xã Thần Khê, Tỉnh Hưng Yên",17947,27
Diên Hà,xa,Xã Diên Hà,"Xã Diên Hà, Tỉnh Hưng Yên",18203,27
Ngự Thiên,xa,Xã Ngự Thiên,"Xã Ngự Thiên, Tỉnh Hưng Yên",18459,27
Long Hưng,xa,Xã Long Hưng,"Xã Long Hưng, Tỉnh Hưng Yên",18715,27
Kiến Xương,xa,Xã Kiến Xương,"Xã Kiến Xương, Tỉnh Hưng Yên",18971,27
Lê Lợi,xa,Xã Lê Lợi,"Xã Lê Lợi, Tỉnh Hưng Yên",19227,27
Quang Lịch,xa,Xã Quang Lịch,"Xã Quang Lịch, Tỉnh Hưng Yên",19483,27
Vũ Quý,xa,Xã Vũ Quý,"Xã Vũ Quý, Tỉnh Hưng Yên",19739,27
Bình Thanh,xa,Xã Bình Thanh,"Xã Bình Thanh, Tỉnh Hưng Yên",19995,27
Bình Định,xa,Xã Bình Định,"Xã Bình Định, Tỉnh Hưng Yên",20251,27
Hồng Vũ,xa,Xã Hồng Vũ,"Xã Hồng Vũ, Tỉnh Hưng Yên",20507,27
Bình Nguyên,xa,Xã Bình Nguyên,"Xã Bình Nguyên, Tỉnh Hưng Yên",20763,27
Trà Giang,xa,Xã Trà Giang,"Xã Trà Giang, Tỉnh Hưng Yên",21019,27
Vũ Thư,xa,Xã Vũ Thư,"Xã Vũ Thư, Tỉnh Hưng Yên",21275,27
Thư Trì,xa,Xã Thư Trì,"Xã Thư Trì, Tỉnh Hưng Yên",21531,27
Tân Thuận,xa,Xã Tân Thuận,"Xã Tân Thuận, Tỉnh Hưng Yên",21787,27
Thư Vũ,xa,Xã Thư Vũ,"Xã Thư Vũ, Tỉnh Hưng Yên",22043,27
Vũ Tiên,xa,Xã Vũ Tiên,"Xã Vũ Tiên, Tỉnh Hưng Yên",22299,27
Vạn Xuân,xa,Xã Vạn Xuân,"Xã Vạn Xuân, Tỉnh Hưng Yên",22555,27
Nam Tiền Hải,xa,Xã Nam Tiền Hải,"Xã Nam Tiền Hải, Tỉnh Hưng Yên",22811,27
Quỳnh Phụ,xa,Xã Quỳnh Phụ,"Xã Quỳnh Phụ, Tỉnh Hưng Yên",23067,27
Minh Thọ,xa,Xã Minh Thọ,"Xã Minh Thọ, Tỉnh Hưng Yên",23323,27
Nguyễn Du,xa,Xã Nguyễn Du,"Xã Nguyễn Du, Tỉnh Hưng Yên",23579,27
Quỳnh An,xa,Xã Quỳnh An,"Xã Quỳnh An, Tỉnh Hưng Yên",23835,27
Ngọc Lâm,xa,Xã Ngọc Lâm,"Xã Ngọc Lâm, Tỉnh Hưng Yên",24091,27
Đồng Bằng,xa,Xã Đồng Bằng,"Xã Đồng Bằng, Tỉnh Hưng Yên",24347,27
A Sào,xa,Xã A Sào,"Xã A Sào, Tỉnh Hưng Yên",24603,27
Phụ Dực,xa,Xã Phụ Dực,"Xã Phụ Dực, Tỉnh Hưng Yên",24859,27
Tân Tiến,xa,Xã Tân Tiến,"Xã Tân Tiến, Tỉnh Hưng Yên",25115,27
Đông Hưng,xa,Xã Đông Hưng,"Xã Đông Hưng, Tỉnh Hưng Yên",25371,27
Bắc Tiên Hưng,xa,Xã Bắc Tiên Hưng,"Xã Bắc Tiên Hưng, Tỉnh Hưng Yên",25627,27
Đông Tiên Hưng,xa,Xã Đông Tiên Hưng,"Xã Đông Tiên Hưng, Tỉnh Hưng Yên",25883,27
Nam Đông Hưng,xa,Xã Nam Đông Hưng,"Xã Nam Đông Hưng, Tỉnh Hưng Yên",26139,27
Bắc Đông Quan,xa,Xã Bắc Đông Quan,"Xã Bắc Đông Quan, Tỉnh Hưng Yên",26395,27
Bắc Đông Hưng,xa,Xã Bắc Đông Hưng,"Xã Bắc Đông Hưng, Tỉnh Hưng Yên",26651,27
Đô Vinh,phuong,Phường Đô Vinh,"Phường Đô Vinh, Tỉnh Khánh Hòa",284,28
Phan Rang,phuong,Phường Phan Rang,"Phường Phan Rang, Tỉnh Khánh Hòa",540,28
Bảo An,phuong,Phường Bảo An,"Phường Bảo An, Tỉnh Khánh Hòa",796,28
Nam Ninh Hòa,xa,Xã Nam Ninh Hòa,"Xã Nam Ninh Hòa, Tỉnh Khánh Hòa",1052,28
Vạn Hưng,xa,Xã Vạn Hưng,"Xã Vạn Hưng, Tỉnh Khánh Hòa",1308,28
Tu Bông,xa,Xã Tu Bông,"Xã Tu Bông, Tỉnh Khánh Hòa",1564,28
Vạn Thắng,xa,Xã Vạn Thắng,"Xã Vạn Thắng, Tỉnh Khánh Hòa",1820,28
Đại Lãnh,xa,Xã Đại Lãnh,"Xã Đại Lãnh, Tỉnh Khánh Hòa",2076,28
Bắc Cam Ranh,phuong,Phường Bắc Cam Ranh,"Phường Bắc Cam Ranh, Tỉnh Khánh Hòa",2332,28
Nam Cam Ranh,xa,Xã Nam Cam Ranh,"Xã Nam Cam Ranh, Tỉnh Khánh Hòa",2588,28
Phước Dinh,xa,Xã Phước Dinh,"Xã Phước Dinh, Tỉnh Khánh Hòa",2844,28
Nha Trang,phuong,Phường Nha Trang,"Phường Nha Trang, Tỉnh Khánh Hòa",3100,28
Bắc Nha Trang,phuong,Phường Bắc Nha Trang,"Phường Bắc Nha Trang, Tỉnh Khánh Hòa",3356,28
Ninh Chử,phuong,Phường Ninh Chử,"Phường Ninh Chử, Tỉnh Khánh Hòa",3612,28
Vĩnh Hải,xa,Xã Vĩnh Hải,"Xã Vĩnh Hải, Tỉnh Khánh Hòa",3868,28
Cam Lâm,xa,Xã Cam Lâm,"Xã Cam Lâm, Tỉnh Khánh Hòa",4124,28
Cam An,xa,Xã Cam An,"Xã Cam An, Tỉnh Khánh Hòa",4380,28
Cam Hiệp,xa,Xã Cam Hiệp,"Xã Cam Hiệp, Tỉnh Khánh Hòa",4636,28
Suối Dầu,xa,Xã Suối Dầu,"Xã Suối Dầu, Tỉnh Khánh Hòa",4892,28
Đông Ninh Hòa,phuong,Phường Đông Ninh Hòa,"Phường Đông Ninh Hòa, Tỉnh Khánh Hòa",5148,28
Đặc Khu Trường Sa,xa,Xã Đặc Khu Trường Sa,"Xã Đặc Khu Trường Sa, Tỉnh Khánh Hòa",5404,28
Đông Hải,phuong,Phường Đông Hải,"Phường Đông Hải, Tỉnh Khánh Hòa",5660,28
Nam Nha Trang,phuong,Phường Nam Nha Trang,"Phường Nam Nha Trang, Tỉnh Khánh Hòa",5916,28
Cam Ranh,phuong,Phường Cam Ranh,"Phường Cam Ranh, Tỉnh Khánh Hòa",6172,28
Cam Linh,phuong,Phường Cam Linh,"Phường Cam Linh, Tỉnh Khánh Hòa",6428,28
Ba Ngòi,phuong,Phường Ba Ngòi,"Phường Ba Ngòi, Tỉnh Khánh Hòa",6684,28
Bắc Ninh Hòa,xa,Xã Bắc Ninh Hòa,"Xã Bắc Ninh Hòa, Tỉnh Khánh Hòa",6940,28
Ninh Hòa,phuong,Phường Ninh Hòa,"Phường Ninh Hòa, Tỉnh Khánh Hòa",7196,28
Tân Định,xa,Xã Tân Định,"Xã Tân Định, Tỉnh Khánh Hòa",7452,28
Hòa Thắng,phuong,Phường Hòa Thắng,"Phường Hòa Thắng, Tỉnh Khánh Hòa",7708,28
Tây Ninh Hòa,xa,Xã Tây Ninh Hòa,"Xã Tây Ninh Hòa, Tỉnh Khánh Hòa",7964,28
Hòa Trí,xa,Xã Hòa Trí,"Xã Hòa Trí, Tỉnh Khánh Hòa",8220,28
Vạn Ninh,xa,Xã Vạn Ninh,"Xã Vạn Ninh, Tỉnh Khánh Hòa",8476,28
Diên Khánh,xa,Xã Diên Khánh,"Xã Diên Khánh, Tỉnh Khánh Hòa",8732,28
Diên Lạc,xa,Xã Diên Lạc,"Xã Diên Lạc, Tỉnh Khánh Hòa",8988,28
Diên Điền,xa,Xã Diên Điền,"Xã Diên Điền, Tỉnh Khánh Hòa",9244,28
Diên Lâm,xa,Xã Diên Lâm,"Xã Diên Lâm, Tỉnh Khánh Hòa",9500,28
Diên Thọ,xa,Xã Diên Thọ,"Xã Diên Thọ, Tỉnh Khánh Hòa",9756,28
Suối Hiệp,xa,Xã Suối Hiệp,"Xã Suối Hiệp, Tỉnh Khánh Hòa",10012,28
Bắc Khánh Vĩnh,xa,Xã Bắc Khánh Vĩnh,"Xã Bắc Khánh Vĩnh, Tỉnh Khánh Hòa",10268,28
Trung Khánh Vĩnh,xa,Xã Trung Khánh Vĩnh,"Xã Trung Khánh Vĩnh, Tỉnh Khánh Hòa",10524,28
Tây Khánh Vĩnh,xa,Xã Tây Khánh Vĩnh,"Xã Tây Khánh Vĩnh, Tỉnh Khánh Hòa",10780,28
Nam Khánh Vĩnh,xa,Xã Nam Khánh Vĩnh,"Xã Nam Khánh Vĩnh, Tỉnh Khánh Hòa",11036,28
Khánh Vĩnh,xa,Xã Khánh Vĩnh,"Xã Khánh Vĩnh, Tỉnh Khánh Hòa",11292,28
Khánh Sơn,xa,Xã Khánh Sơn,"Xã Khánh Sơn, Tỉnh Khánh Hòa",11548,28
Tây Khánh Sơn,xa,Xã Tây Khánh Sơn,"Xã Tây Khánh Sơn, Tỉnh Khánh Hòa",11804,28
Đông Khánh Sơn,xa,Xã Đông Khánh Sơn,"Xã Đông Khánh Sơn, Tỉnh Khánh Hòa",12060,28
Ninh Phước,xa,Xã Ninh Phước,"Xã Ninh Phước, Tỉnh Khánh Hòa",12316,28
Phước Hữu,xa,Xã Phước Hữu,"Xã Phước Hữu, Tỉnh Khánh Hòa",12572,28
Phước Hậu,xa,Xã Phước Hậu,"Xã Phước Hậu, Tỉnh Khánh Hòa",12828,28
Thuận Nam,xa,Xã Thuận Nam,"Xã Thuận Nam, Tỉnh Khánh Hòa",13084,28
Cà Ná,xa,Xã Cà Ná,"Xã Cà Ná, Tỉnh Khánh Hòa",13340,28
Phước Hà,xa,Xã Phước Hà,"Xã Phước Hà, Tỉnh Khánh Hòa",13596,28
Ninh Hải,xa,Xã Ninh Hải,"Xã Ninh Hải, Tỉnh Khánh Hòa",13852,28
Xuân Hải,xa,Xã Xuân Hải,"Xã Xuân Hải, Tỉnh Khánh Hòa",14108,28
Thuận Bắc,xa,Xã Thuận Bắc,"Xã Thuận Bắc, Tỉnh Khánh Hòa",14364,28
Công Hải,xa,Xã Công Hải,"Xã Công Hải, Tỉnh Khánh Hòa",14620,28
Ninh Sơn,xa,Xã Ninh Sơn,"Xã Ninh Sơn, Tỉnh Khánh Hòa",14876,28
Lâm Sơn,xa,Xã Lâm Sơn,"Xã Lâm Sơn, Tỉnh Khánh Hòa",15132,28
Anh Dũng,xa,Xã Anh Dũng,"Xã Anh Dũng, Tỉnh Khánh Hòa",15388,28
Mỹ Sơn,xa,Xã Mỹ Sơn,"Xã Mỹ Sơn, Tỉnh Khánh Hòa",15644,28
Bác Ái Đông,xa,Xã Bác Ái Đông,"Xã Bác Ái Đông, Tỉnh Khánh Hòa",15900,28
Bác Ái,xa,Xã Bác Ái,"Xã Bác Ái, Tỉnh Khánh Hòa",16156,28
Bác Ái Tây,xa,Xã Bác Ái Tây,"Xã Bác Ái Tây, Tỉnh Khánh Hòa",16412,28
Mỹ Bình,phuong,Phường Mỹ Bình,"Phường Mỹ Bình, Tỉnh Khánh Hòa",16668,28
Tà Tổng,xa,Xã Tà Tổng,"Xã Tà Tổng, Tỉnh Lai Châu",285,29
Mù Cả,xa,Xã Mù Cả,"Xã Mù Cả, Tỉnh Lai Châu",541,29
Thu Lũm,xa,Xã Thu Lũm,"Xã Thu Lũm, Tỉnh Lai Châu",797,29
Pa Ủ,xa,Xã Pa Ủ,"Xã Pa Ủ, Tỉnh Lai Châu",1053,29
Nậm Cuổi,xa,Xã Nậm Cuổi,"Xã Nậm Cuổi, Tỉnh Lai Châu",1309,29
Nậm Mạ,xa,Xã Nậm Mạ,"Xã Nậm Mạ, Tỉnh Lai Châu",1565,29
Lê Lợi,xa,Xã Lê Lợi,"Xã Lê Lợi, Tỉnh Lai Châu",1821,29
Nậm Hàng,xa,Xã Nậm Hàng,"Xã Nậm Hàng, Tỉnh Lai Châu",2077,29
Mường Kim,xa,Xã Mường Kim,"Xã Mường Kim, Tỉnh Lai Châu",2333,29
Khoen On,xa,Xã Khoen On,"Xã Khoen On, Tỉnh Lai Châu",2589,29
Than Uyên,xa,Xã Than Uyên,"Xã Than Uyên, Tỉnh Lai Châu",2845,29
Mường Than,xa,Xã Mường Than,"Xã Mường Than, Tỉnh Lai Châu",3101,29
Pắc Ta,xa,Xã Pắc Ta,"Xã Pắc Ta, Tỉnh Lai Châu",3357,29
Nậm Sỏ,xa,Xã Nậm Sỏ,"Xã Nậm Sỏ, Tỉnh Lai Châu",3613,29
Tân Uyên,xa,Xã Tân Uyên,"Xã Tân Uyên, Tỉnh Lai Châu",3869,29
Mường Khoa,xa,Xã Mường Khoa,"Xã Mường Khoa, Tỉnh Lai Châu",4125,29
Bản Bo,xa,Xã Bản Bo,"Xã Bản Bo, Tỉnh Lai Châu",4381,29
Bình Lư,xa,Xã Bình Lư,"Xã Bình Lư, Tỉnh Lai Châu",4637,29
Tả Lèng,xa,Xã Tả Lèng,"Xã Tả Lèng, Tỉnh Lai Châu",4893,29
Khun Há,xa,Xã Khun Há,"Xã Khun Há, Tỉnh Lai Châu",5149,29
Tân Phong,phuong,Phường Tân Phong,"Phường Tân Phong, Tỉnh Lai Châu",5405,29
Đoàn Kết,phuong,Phường Đoàn Kết,"Phường Đoàn Kết, Tỉnh Lai Châu",5661,29
Sin Suối Hồ,xa,Xã Sin Suối Hồ,"Xã Sin Suối Hồ, Tỉnh Lai Châu",5917,29
Phong Thổ,xa,Xã Phong Thổ,"Xã Phong Thổ, Tỉnh Lai Châu",6173,29
Sì Lở Lầu,xa,Xã Sì Lở Lầu,"Xã Sì Lở Lầu, Tỉnh Lai Châu",6429,29
Dào San,xa,Xã Dào San,"Xã Dào San, Tỉnh Lai Châu",6685,29
Khổng Lào,xa,Xã Khổng Lào,"Xã Khổng Lào, Tỉnh Lai Châu",6941,29
Tủa Sín Chải,xa,Xã Tủa Sín Chải,"Xã Tủa Sín Chải, Tỉnh Lai Châu",7197,29
Sìn Hồ,xa,Xã Sìn Hồ,"Xã Sìn Hồ, Tỉnh Lai Châu",7453,29
Hồng Thu,xa,Xã Hồng Thu,"Xã Hồng Thu, Tỉnh Lai Châu",7709,29
Nậm Tăm,xa,Xã Nậm Tăm,"Xã Nậm Tăm, Tỉnh Lai Châu",7965,29
Pu Sam Cáp,xa,Xã Pu Sam Cáp,"Xã Pu Sam Cáp, Tỉnh Lai Châu",8221,29
Mường Mô,xa,Xã Mường Mô,"Xã Mường Mô, Tỉnh Lai Châu",8477,29
Hua Bun,xa,Xã Hua Bun,"Xã Hua Bun, Tỉnh Lai Châu",8733,29
Pa Tần,xa,Xã Pa Tần,"Xã Pa Tần, Tỉnh Lai Châu",8989,29
Bum Nưa,xa,Xã Bum Nưa,"Xã Bum Nưa, Tỉnh Lai Châu",9245,29
Bum Tở,xa,Xã Bum Tở,"Xã Bum Tở, Tỉnh Lai Châu",9501,29
Mường Tè,xa,Xã Mường Tè,"Xã Mường Tè, Tỉnh Lai Châu",9757,29
Quảng Hòa,xa,Xã Quảng Hòa,"Xã Quảng Hòa, Tỉnh Lâm Đồng",286,30
Quảng Sơn,xa,Xã Quảng Sơn,"Xã Quảng Sơn, Tỉnh Lâm Đồng",542,30
Quảng Trực,xa,Xã Quảng Trực,"Xã Quảng Trực, Tỉnh Lâm Đồng",798,30
Ninh Gia,xa,Xã Ninh Gia,"Xã Ninh Gia, Tỉnh Lâm Đồng",1054,30
Phan Rí Cửa,xa,Xã Phan Rí Cửa,"Xã Phan Rí Cửa, Tỉnh Lâm Đồng",1310,30
Tuy Phong,xa,Xã Tuy Phong,"Xã Tuy Phong, Tỉnh Lâm Đồng",1566,30
Hòa Thắng,xa,Xã Hòa Thắng,"Xã Hòa Thắng, Tỉnh Lâm Đồng",1822,30
Đặc Khu Phú Quý,xa,Xã Đặc Khu Phú Quý,"Xã Đặc Khu Phú Quý, Tỉnh Lâm Đồng",2078,30
Hồng Thái,xa,Xã Hồng Thái,"Xã Hồng Thái, Tỉnh Lâm Đồng",2334,30
Đạ Huoai 3,xa,Xã Đạ Huoai 3,"Xã Đạ Huoai 3, Tỉnh Lâm Đồng",2590,30
Xuân Hương-Đà Lạt,phuong,Phường Xuân Hương-Đà Lạt,"Phường Xuân Hương-Đà Lạt, Tỉnh Lâm Đồng",2846,30
Cam Ly-Đà Lạt,phuong,Phường Cam Ly-Đà Lạt,"Phường Cam Ly-Đà Lạt, Tỉnh Lâm Đồng",3102,30
Lâm Viên-Đà Lạt,phuong,Phường Lâm Viên-Đà Lạt,"Phường Lâm Viên-Đà Lạt, Tỉnh Lâm Đồng",3358,30
Xuân Trường-Đà Lạt,phuong,Phường Xuân Trường-Đà Lạt,"Phường Xuân Trường-Đà Lạt, Tỉnh Lâm Đồng",3614,30
Lang Biang-Đà Lạt,phuong,Phường Lang Biang-Đà Lạt,"Phường Lang Biang-Đà Lạt, Tỉnh Lâm Đồng",3870,30
1 Bảo Lộc,phuong,Phường 1 Bảo Lộc,"Phường 1 Bảo Lộc, Tỉnh Lâm Đồng",4126,30
2 Bảo Lộc,phuong,Phường 2 Bảo Lộc,"Phường 2 Bảo Lộc, Tỉnh Lâm Đồng",4382,30
3 Bảo Lộc,phuong,Phường 3 Bảo Lộc,"Phường 3 Bảo Lộc, Tỉnh Lâm Đồng",4638,30
B'Lao,phuong,Phường B'Lao,"Phường B'Lao, Tỉnh Lâm Đồng",4894,30
Đơn Dương,xa,Xã Đơn Dương,"Xã Đơn Dương, Tỉnh Lâm Đồng",5150,30
Ka Đô,xa,Xã Ka Đô,"Xã Ka Đô, Tỉnh Lâm Đồng",5406,30
Quảng Lập,xa,Xã Quảng Lập,"Xã Quảng Lập, Tỉnh Lâm Đồng",5662,30
D'Ran,xa,Xã D'Ran,"Xã D'Ran, Tỉnh Lâm Đồng",5918,30
Hiệp Thạnh,xa,Xã Hiệp Thạnh,"Xã Hiệp Thạnh, Tỉnh Lâm Đồng",6174,30
Lạc Dương,xa,Xã Lạc Dương,"Xã Lạc Dương, Tỉnh Lâm Đồng",6430,30
Đức Trọng,xa,Xã Đức Trọng,"Xã Đức Trọng, Tỉnh Lâm Đồng",6686,30
Tân Hội,xa,Xã Tân Hội,"Xã Tân Hội, Tỉnh Lâm Đồng",6942,30
Tà Hine,xa,Xã Tà Hine,"Xã Tà Hine, Tỉnh Lâm Đồng",7198,30
Tà Năng,xa,Xã Tà Năng,"Xã Tà Năng, Tỉnh Lâm Đồng",7454,30
Đinh Văn-Lâm Hà,xa,Xã Đinh Văn-Lâm Hà,"Xã Đinh Văn-Lâm Hà, Tỉnh Lâm Đồng",7710,30
Phú Sơn-Lâm Hà,xa,Xã Phú Sơn-Lâm Hà,"Xã Phú Sơn-Lâm Hà, Tỉnh Lâm Đồng",7966,30
Nam Hà-Lâm Hà,xa,Xã Nam Hà-Lâm Hà,"Xã Nam Hà-Lâm Hà, Tỉnh Lâm Đồng",8222,30
Nam Ban-Lâm Hà,xa,Xã Nam Ban-Lâm Hà,"Xã Nam Ban-Lâm Hà, Tỉnh Lâm Đồng",8478,30
Tân Hà-Lâm Hà,xa,Xã Tân Hà-Lâm Hà,"Xã Tân Hà-Lâm Hà, Tỉnh Lâm Đồng",8734,30
Phúc Thọ-Lâm Hà,xa,Xã Phúc Thọ-Lâm Hà,"Xã Phúc Thọ-Lâm Hà, Tỉnh Lâm Đồng",8990,30
Đam Rông 1,xa,Xã Đam Rông 1,"Xã Đam Rông 1, Tỉnh Lâm Đồng",9246,30
Đam Rông 2,xa,Xã Đam Rông 2,"Xã Đam Rông 2, Tỉnh Lâm Đồng",9502,30
Đam Rông 3,xa,Xã Đam Rông 3,"Xã Đam Rông 3, Tỉnh Lâm Đồng",9758,30
Đam Rông 4,xa,Xã Đam Rông 4,"Xã Đam Rông 4, Tỉnh Lâm Đồng",10014,30
